School Name,State Name [Public School] Latest available year,State Abbr [Public School] Latest available year,School Name [Public School] 2014-15,School ID - NCES Assigned [Public School] Latest available year
CHARTER ALTERNATIVE PROGRAM (CAP),California,CA ,Charter Alternative Program (CAP),69100612762
CHARTER ALTERNATIVES ACADEMY,California,CA ,Charter Alternatives Academy,64116008423
CHARTER COMMUNITY SCHOOL HOME STUDY ACADEMY,California,CA ,Charter Community School Home Study Academy,69100601981
CHARTER HOME SCHOOL ACADEMY,California,CA ,Charter Home School Academy,64116008424
CHARTER MONTESSORI BLUE OAK CAMPUS,California,CA ,Charter Montessori Blue Oak Campus,60627010767
CHARTER OAK HIGH,California,CA ,Charter Oak High,60819000801
CHARTER SCHOOL OF MORGAN HILL,California,CA ,Charter School of Morgan Hill,62583010405
CHARTER SCHOOL OF SAN DIEGO,California,CA ,Charter School of San Diego,63432003939
CHASE AVENUE ELEMENTARY,California,CA ,Chase Avenue Elementary,60681000608
CHASE STREET ELEMENTARY,California,CA ,Chase Street Elementary,62271002914
CHATOM ELEMENTARY,California,CA ,Chatom Elementary,60825000808
CHATSWORTH CHARTER HIGH,California,CA ,Chatsworth Charter High,62271002916
CHATSWORTH PARK ELEMENTARY,California,CA ,Chatsworth Park Elementary,62271002915
CHAUTAUQUA HIGH (CONTINUATION),California,CA ,Chautauqua High (Continuation),60423007264
CHAVEZ (CESAR) ELEMENTARY,California,CA ,Chavez (Cesar) Elementary,63441005623
CHAVEZ ELEMENTARY,California,CA ,Chavez Elementary,63432007322
CHAVEZ ELEMENTARY,California,CA ,Chavez Elementary,62250010828
CHAWANAKEE ACADEMY,California,CA ,Chawanakee Academy,60011607170
CHEMAWA MIDDLE,California,CA ,Chemawa Middle,63315005135
CHEMEHUEVI VALLEY ELEMENTARY,CALIFORNIA,CA ,Chemehuevi Valley Elementary,62676013880
CHEREMOYA AVENUE ELEMENTARY,California,CA ,Cheremoya Avenue Elementary,62271002917
CHEROKEE POINT ELEMENTARY,California,CA ,Cherokee Point Elementary,63432011383
CHERRY AVENUE MIDDLE,California,CA ,Cherry Avenue Middle,63987006611
CHERRY CHASE ELEMENTARY,California,CA ,Cherry Chase Elementary,63846006458
CHERRYLAND ELEMENTARY,California,CA ,Cherryland Elementary,61674002108
CHERRYLEE ELEMENTARY,California,CA ,Cherrylee Elementary,61209001345
CHERRYWOOD ELEMENTARY,California,CA ,Cherrywood Elementary,60480000458
CHESNUT HIGH (CONTINUATION),California,CA ,Chesnut High (Continuation),60912010205
CHESTER ELEMENTARY,California,CA ,Chester Elementary,63117004818
CHESTER JUNIOR/SENIOR HIGH,California,CA ,Chester Junior/Senior High,63117004819
CHESTER W. MORRISON ELEMENTARY,California,CA ,Chester W. Morrison Elementary,62454009580
CHESTER W. NIMITZ ELEMENTARY,California,CA ,Chester W. Nimitz Elementary,61029001146
CHESTER W. NIMITZ MIDDLE,California,CA ,Chester W. Nimitz Middle,62271003216
CHESTERTON ELEMENTARY,California,CA ,Chesterton Elementary,63432005432
CHET F. HARRITT ELEMENTARY,California,CA ,Chet F. Harritt Elementary,63588006140
CHEVIOT HILLS CONTINUATION,California,CA ,Cheviot Hills Continuation,62271002918
CHICAGO PARK COMMUNITY CHARTER,California,CA ,Chicago Park Community Charter,60834013003
CHICAGO PARK ELEMENTARY,California,CA ,Chicago Park Elementary,60834000811
CHICO COUNTRY DAY,California,CA ,Chico Country Day,60837005708
CHICO HIGH,California,CA ,Chico High,60837000815
CHICO JUNIOR HIGH,California,CA ,Chico Junior High,60837000814
CHILDREN OF PROMISE PREPARATORY ACADEMY,California,CA ,Children of Promise Preparatory Academy,61839012576
CHILDREN'S CENTER,California,CA ,Children's Center,61005013207
CHILDREN'S COMMUNITY CHARTER,California,CA ,Children's Community Charter,62982005717
CHILDREN'S HOSPITAL OF CENTRAL CALIFORNIA,California,CA ,Children's Hospital of Central California,60006812658
CHIME INSTITUTE'S SCHWARZENEGGER COMMUNITY,California,CA ,CHIME Institute's Schwarzenegger Community,62271008724
CHIN (JOHN YEHALL) ELEMENTARY,California,CA ,Chin (John Yehall) Elementary,63441005369
CHINESE CAMP ELEMENTARY,California,CA ,Chinese Camp Elementary,61869000831
CHINESE EDUCATION CENTER,California,CA ,Chinese Education Center,63441005596
CHINESE IMMERSION SCHOOL AT DEAVILA,California,CA ,Chinese Immersion School at DeAvila,63441012487
CHINO HIGH,California,CA ,Chino High,60846000835
CHINO HILLS HIGH,California,CA ,Chino Hills High,60846010360
CHINO VALLEY LEARNING ACADEMY,California,CA ,Chino Valley Learning Academy,60846010607
CHIPMAN JUNIOR HIGH,California,CA ,Chipman Junior High,60363000292
CHOLLAS/MEAD ELEMENTARY,California,CA ,Chollas/Mead Elementary,63432005433
CHOWCHILLA UNION HIGH,California,CA ,Chowchilla Union High,60855000852
CHRISTA MCAULIFFE ELEMENTARY,California,CA ,Christa McAuliffe Elementary,62922009598
CHRISTA MCAULIFFE ELEMENTARY,California,CA ,Christa McAuliffe Elementary,60639010221
CHRISTA MCAULIFFE ELEMENTARY,California,CA ,Christa McAuliffe Elementary,62825009597
CHRISTA MCAULIFFE ELEMENTARY,California,CA ,Christa McAuliffe Elementary,61029009356
CHRISTA MCAULIFFE MIDDLE,California,CA ,Christa McAuliffe Middle,62223011415
CHRISTIAN SORENSEN ELEMENTARY,California,CA ,Christian Sorensen Elementary,64245006947
CHRISTINE SIPHERD ELEMENTARY,California,CA ,Christine Sipherd Elementary,61269001432
CHRISTOPHER COLUMBUS MIDDLE,California,CA ,Christopher Columbus Middle,62271002933
CHRISTOPHER DENA ELEMENTARY,California,CA ,Christopher Dena Elementary,62271002945
CHRISTOPHER ELEMENTARY,California,CA ,Christopher Elementary,62781004208
CHRISTOPHER HIGH,California,CA ,Christopher High,61518012264
CHRYSALIS CHARTER,California,CA ,Chrysalis Charter,69103711800
CHUALAR ELEMENTARY,California,CA ,Chualar Elementary,60858000854
CHULA VISTA HILLS ELEMENTARY,California,CA ,Chula Vista Hills Elementary,60861009350
CHULA VISTA LEARNING COMMUNITY CHARTER,California,CA ,Chula Vista Learning Community Charter,60861007649
CHULA VISTA MIDDLE,California,CA ,Chula Vista Middle,63864006478
CHULA VISTA SENIOR HIGH,California,CA ,Chula Vista Senior High,63864006479
CIELO VISTA CHARTER,California,CA ,Cielo Vista Charter,62955004562
CIELO VISTA ELEMENTARY,California,CA ,Cielo Vista Elementary,63386010043
CIENEGA ELEMENTARY,California,CA ,Cienega Elementary,62271002919
CIENEGA ELEMENTARY,California,CA ,Cienega Elementary,60864000883
CIMARRON AVENUE ELEMENTARY,California,CA ,Cimarron Avenue Elementary,62271002920
CIMARRON ELEMENTARY,California,CA ,Cimarron Elementary,62958007129
CINNABAR CHARTER,California,CA ,Cinnabar Charter,60870000884
CINNABAR ELEMENTARY,California,CA ,Cinnabar Elementary,60870013043
CINNAMON ELEMENTARY,California,CA ,Cinnamon Elementary,62136008709
CIPRIANI ELEMENTARY,California,CA ,Cipriani Elementary,60453004019
CIRCLE OF INDEPENDENT LEARNING,California,CA ,Circle of Independent Learning,61440007479
CIRCLE VIEW ELEMENTARY,California,CA ,Circle View Elementary,62814004328
CIS ACADEMY,California,CA ,CIS Academy,62994012340
CITIZENS OF THE WORLD 2,California,CA ,Citizens of the World 2,62271013114
CITIZENS OF THE WORLD 3,California,CA ,Citizens of the World 3,62271013088
CITIZENS OF THE WORLD CHARTER,California,CA ,Citizens of the World Charter Hollywood,62271012708
CITRUS AVENUE ELEMENTARY,California,CA ,Citrus Avenue Elementary,60837000816
CITRUS ELEMENTARY,California,CA ,Citrus Elementary,61392008291
CITRUS ELEMENTARY,California,CA ,Citrus Elementary,60001609089
CITRUS GLEN ELEMENTARY,California,CA ,Citrus Glen Elementary,64098008433
CITRUS HEIGHTS ELEMENTARY,California,CA ,Citrus Heights Elementary,63462005763
CITRUS HIGH,California,CA ,Citrus High,60006404878
CITRUS HIGH (CONTINUATION),California,CA ,Citrus High (Continuation),61392009367
CITRUS HILL HIGH,California,CA ,Citrus Hill High,69113511047
CITRUS HILLS INTERMEDIATE,California,CA ,Citrus Hills Intermediate,60985008263
CITRUS MIDDLE,California,CA ,Citrus Middle,61970002364
CITRUS SOUTH TULE ELEMENTARY,California,CA ,Citrus South Tule Elementary,60873000885
CITRUS VALLEY HIGH,California,CA ,Citrus Valley High,63207012254
CITY ARTS AND TECH HIGH,California,CA ,City Arts and Tech High,63441011408
CITY CHARTER ELEMENTARY,California,CA ,City Language Immersion Charter,62271013642
CITY CHARTER MIDDLE,California,CA ,City Charter Middle,62271013067
CITY HEIGHTS PREPARATORY CHARTER,California,CA ,City Heights Preparatory Charter,63432012961
CITY HIGH,CALIFORNIA,CA ,City High,62271013899
CITY HONORS COLLEGE PREPARATORY CHARTER,California,CA ,City Honors College Preparatory Academy,61839008716
CITY OF ANGELS,California,CA ,City of Angels,62271007118
CITY TERRACE ELEMENTARY,California,CA ,City Terrace Elementary,62271002921
CIVICORPS CORPSMEMBER ACADEMY,California,CA ,Civicorps Corpsmember Academy,62805012056
CLAIREMONT HIGH,California,CA ,Clairemont High,63432005434
CLAIRMONT ELEMENTARY,California,CA ,Clairmont Elementary,62223008152
CLARA BARTON ELEMENTARY,California,CA ,Clara Barton Elementary,60985011246
CLARA J. KING ELEMENTARY,California,CA ,Clara J. King Elementary,61044001169
CLAREMONT HIGH,California,CA ,Claremont High,60876000887
CLAREMONT MIDDLE,California,CA ,Claremont Middle,62805004250
CLARENCE LOBO ELEMENTARY,California,CA ,Clarence Lobo Elementary,60744003373
CLARENCE RUTH ELEMENTARY,California,CA ,Clarence Ruth Elementary,62241002689
CLARENDON ALTERNATIVE ELEMENTARY,California,CA ,Clarendon Alternative Elementary,63441005666
CLARK INTERMEDIATE,California,CA ,Clark Intermediate,60903000903
CLARK MIDDLE,California,CA ,Clark Middle,63432007316
CLARKSBURG MIDDLE,California,CA ,Clarksburg Middle,63311011731
CLAS AFFIRMATION,California,CA ,CLAS Affirmation,62271011353
CLASSICAL ACADEMY,California,CA ,Classical Academy,61288008300
CLASSICAL ACADEMY HIGH,California,CA ,Classical Academy High,61291011756
CLAUDIA LANDEEN,California,CA ,Claudia Landeen,62169008875
CLAY ELEMENTARY,California,CA ,Clay Elementary,63432005435
CLAY ELEMENTARY,California,CA ,Clay Elementary,60885000897
"CLAYTON A. RECORD, JR., ELEMENTARY",California,CA ,"Clayton A. Record, Jr., Elementary",63444011033
CLAYTON VALLEY CHARTER HIGH,California,CA ,Clayton Valley Charter High,69100503940
CLEAR CREEK ELEMENTARY,California,CA ,Clear Creek Elementary,60888000898
CLEAR LAKE HIGH,California,CA ,Clear Lake High,62067002484
CLEAR PASSAGE EDUCATIONAL CENTER,CALIFORNIA,CA ,Clear Passage Educational Center,62250013860
CLEAR VIEW,California,CA ,Clear View,60861010307
CLEARLAKE COMMUNITY,California,CA ,Clearlake Community,69101411608
CLEARLAKE CREATIVITY,California,CA ,Clearlake Creativity,69101413724
CLEMENT MIDDLE,California,CA ,Clement Middle,63207007274
CLEMENTE CHARTER,CALIFORNIA,CA ,Clemente Charter,62271013742
CLEMINSON ELEMENTARY,California,CA ,Cleminson Elementary,61209001346
CLEO GORDON ELEMENTARY,California,CA ,Cleo Gordon Elementary,61336001520
CLEVELAND ELEMENTARY,California,CA ,Cleveland Elementary,60141406016
CLEVELAND ELEMENTARY,California,CA ,Cleveland Elementary,63801006400
CLEVELAND ELEMENTARY,California,CA ,Cleveland Elementary,62805004251
CLEVELAND ELEMENTARY,California,CA ,Cleveland Elementary,63441005597
CLEVELAND ELEMENTARY,California,CA ,Cleveland Elementary,62250002707
CLEVELAND ELEMENTARY,California,CA ,Cleveland Elementary,62994004664
CLIFFORD D. MURRAY ELEMENTARY,California,CA ,Clifford D. Murray Elementary,60360000280
CLIFFORD ELEMENTARY,California,CA ,Clifford Elementary,63213004962
CLIFFORD STREET ELEMENTARY,California,CA ,Clifford Street Elementary,62271002924
CLIFTON MIDDLE,California,CA ,Clifton Middle,62532003777
"CLINTON, WILLIAM JEFFERSON",California,CA ,"Clinton, William Jefferson",60962011323
CLINTON-MENDENHALL ELEMENTARY,California,CA ,Clinton Elementary,61488001833
CLOUD PRESCHOOL,California,CA ,Cloud Preschool,61524012596
CLOVER AVENUE ELEMENTARY,California,CA ,Clover Avenue Elementary,62271002925
CLOVER FLAT ELEMENTARY,California,CA ,Clover Flat Elementary,62610003901
CLOVER VALLEY HIGH (CONTINUATION),California,CA ,Clover Valley High (Continuation),64050006695
CLOVERDALE ELEMENTARY,California,CA ,Cloverdale Elementary,62580009162
CLOVERDALE HIGH,California,CA ,Cloverdale High,60897000899
CLOVERLAND ELEMENTARY,California,CA ,Cloverland Elementary,60006204233
CLOVERLY ELEMENTARY,California,CA ,Cloverly Elementary,63898006534
CLOVIS COMMUNITY DAY ELEMENTARY,California,CA ,Clovis Community Day Elementary,60903011359
CLOVIS COMMUNITY DAY SECONDARY,California,CA ,Clovis Community Day Secondary,60903011586
CLOVIS EAST HIGH,California,CA ,Clovis East High,60903007959
CLOVIS ELEMENTARY,California,CA ,Clovis Elementary,60903007960
CLOVIS HIGH,California,CA ,Clovis High,60903000904
CLOVIS NORTH HIGH,California,CA ,Clovis North High,60903011855
CLOVIS ONLINE CHARTER,California,CA ,Clovis Online Charter,60903012267
CLOVIS WEST HIGH,California,CA ,Clovis West High,60903000906
CLYDE ARBUCKLE ELEMENTARY,California,CA ,Clyde Arbuckle Elementary,60231000100
CLYDE L. FISCHER MIDDLE,California,CA ,Clyde L. Fischer Middle,60231000104
CLYDE W. NEEDHAM ELEMENTARY,California,CA ,Clyde W. Needham Elementary,62223011322
COACHELLA VALLEY HIGH,California,CA ,Coachella Valley High,60907000920
COACHELLA VALLEY USD SPECIAL ED PREK,California,CA ,Coachella Valley USD Special Ed PreK,60907012593
COALINGA HIGH,California,CA ,Coalinga High,60912000933
COALINGA MIDDLE,California,CA ,Coalinga Middle,60912007686
COARSEGOLD ELEMENTARY,California,CA ,Coarsegold Elementary,60016000936
COAST HIGH,California,CA ,Coast High,61806008856
COAST UNION HIGH,California,CA ,Coast Union High,60004907414
COASTAL ACADEMY,California,CA ,Coastal Academy,62825011265
COASTAL GROVE CHARTER,California,CA ,Coastal Grove Charter,60300010500
COASTLINE ROP,California,CA ,Coastline ROP,60012310998
COBALT INSTITUTE OF MATH AND SCIENCE ACADEMY,California,CA ,Cobalt Institute of Math and Science Academy,63697207281
COBB (WILLIAM L.) ELEMENTARY,California,CA ,Cobb (William L.) Elementary,63441005681
COBB MOUNTAIN ELEMENTARY,California,CA ,Cobb Mountain Elementary,62475008901
COBBLESTONE ELEMENTARY,California,CA ,Cobblestone Elementary,63118012166
COBBLESTONE ELEMENTARY,California,CA ,Cobblestone Elementary,60001310270
COEUR D'ALENE AVENUE ELEMENTARY,California,CA ,Coeur D'Alene Avenue Elementary,62271002926
COFFEE CREEK ELEMENTARY,California,CA ,Coffee Creek Elementary,60924000938
COGSWELL ELEMENTARY,California,CA ,Cogswell Elementary,62619003913
COHASSET STREET ELEMENTARY,California,CA ,Cohasset Street Elementary,62271002927
COL. J. K. TUFFREE MIDDLE,California,CA ,Col. J. K. Tuffree Middle,63066004772
COLD SPRING ELEMENTARY,California,CA ,Cold Spring Elementary,60927000939
COLD SPRINGS HIGH,California,CA ,Cold Springs High,63828010338
COLD STREAM ALTERNATIVE,California,CA ,Cold Stream Alternative,63877006175
COLDWATER CANYON ELEMENTARY,California,CA ,Coldwater Canyon Elementary,62271002928
COLE CANYON ELEMENTARY,California,CA ,Cole Canyon Elementary,60002908565
COLE ELEMENTARY,California,CA ,Cole Elementary,60903000907
COLE ELEMENTARY,California,CA ,Cole Elementary,63417005353
COLEMAN ELEMENTARY,California,CA ,Coleman Elementary,63509005933
COLEMAN F. BROWN ELEMENTARY,California,CA ,Coleman F. Brown Elementary,63867006497
COLEMAN TECH CHARTER HIGH,California,CA ,Coleman Tech Charter High,63432012640
COLEVILLE HIGH,California,CA ,Coleville High,61187001325
COLFAX CHARTER ELEMENTARY,California,CA ,Colfax Charter Elementary,62271002929
COLFAX ELEMENTARY,California,CA ,Colfax Elementary,60930000940
COLFAX HIGH,California,CA ,Colfax High,63075004781
COLINA MIDDLE,California,CA ,Colina Middle,60964001007
COLISEUM COLLEGE PREP ACADEMY,California,CA ,Coliseum College Prep Academy,62805011920
COLISEUM STREET ELEMENTARY,California,CA ,Coliseum Street Elementary,62271002930
COLLEGE BRIDGE ACADEMY,California,CA ,College Bridge Academy,69101113704
COLLEGE CONNECTION ACADEMY,California,CA ,College Connection Academy,61437013199
COLLEGE ELEMENTARY,California,CA ,College Elementary,60933007425
COLLEGE HEIGHTS ELEMENTARY,California,CA ,College Heights Elementary,60363000293
COLLEGE PARK ELEMENTARY,California,CA ,College Park Elementary,68450007052
COLLEGE PARK ELEMENTARY,California,CA ,College Park Elementary,62724004107
COLLEGE PARK ELEMENTARY,California,CA ,College Park Elementary,63492005912
COLLEGE PARK HIGH,California,CA ,College Park High,62637003941
COLLEGE PREP HIGH,California,CA ,College Prep High,61692013707
COLLEGE PREPARATORY MIDDLE,California,CA ,College Preparatory Middle,62610012759
COLLEGE VIEW,California,CA ,College View,61524001930
COLLEGE VIEW ELEMENTARY,California,CA ,College View Elementary,62814004329
COLLEGEVILLE ELEMENTARY,California,CA ,Collegeville Elementary,61284009364
COLLEGEWOOD ELEMENTARY,California,CA ,Collegewood Elementary,64128006835
COLLEGIATE CHARTER HIGH SCHOOL OF LOS ANGELES,CALIFORNIA,CA ,Collegiate Charter High School of Los Angeles,62271013851
COLLETT ELEMENTARY,California,CA ,Collett Elementary,60243000131
COLLINS ELEMENTARY,California,CA ,Collins Elementary,63255005014
COLONEL HOWARD NICHOLS ELEMENTARY,California,CA ,Colonel Howard Nichols Elementary,60363000311
COLONEL JOSEPH C. RODRIGUEZ PREP ACADEMY,California,CA ,Colonel Joseph C. Rodriguez PREP Academy,63417012143
COLONEL MITCHELL PAIGE MIDDLE,California,CA ,Colonel Mitchell Paige Middle,61111011714
COLONIAL ACRES ELEMENTARY,California,CA ,Colonial Acres Elementary,63471005847
COLONIAL HEIGHTS,California,CA ,Colonial Heights,62169002575
COLONY BASIC SKILLS ALTERNATIVE HIGH,California,CA ,Colony Basic Skills Alternative High,61722007180
COLONY HIGH,California,CA ,Colony High,60816010606
COLONY OAK ELEMENTARY,California,CA ,Colony Oak Elementary,63288010027
COLTON HIGH,California,CA ,Colton High,60939000946
COLTON MIDDLE,California,CA ,Colton Middle,60939000947
COLTON-REDLANDS-YUCAIPA ROP,California,CA ,Colton-Redlands-Yucaipa ROP,60013011115
COLUMBIA ACADEMY,California,CA ,Columbia Academy,60978007459
COLUMBIA ELEMENTARY,California,CA ,Columbia Elementary,60945000961
COLUMBIA ELEMENTARY,California,CA ,Columbia Elementary,60948000962
COLUMBIA ELEMENTARY,California,CA ,Columbia Elementary,69113511045
COLUMBIA ELEMENTARY,California,CA ,Columbia Elementary,61470004514
COLUMBIA ELEMENTARY,California,CA ,Columbia Elementary,61209001347
COLUMBIA ELEMENTARY,California,CA ,Columbia Elementary,61191009131
COLUMBIA ELEMENTARY,California,CA ,Columbia Elementary,61455001716
"COLUMBIA INTERNATIONAL SCIENCE, MATH & TECHNOLOGY",California,CA ,"Columbia International Science, Math & Technology Magnet",60171011090
COLUMBIA MIDDLE,California,CA ,Columbia Middle,63846006464
COLUMBIA-EAST VALLEY 6-8 COMMUNITY DAY,California,CA ,Columbia-East Valley 6-8 Community Day,60945010672
COLUMBIA-EAST VALLEY K-6 COMMUNITY DAY,California,CA ,Columbia-East Valley K-6 Community Day,60945011272
COLUMBINE ELEMENTARY,California,CA ,Columbine Elementary,60951000965
COLUMBUS AVENUE,California,CA ,Columbus Avenue,62271010527
COLUMBUS CONTINUATION,California,CA ,Columbus Continuation,61146001262
COLUMBUS ELEMENTARY,California,CA ,Columbus Elementary,61524001922
COLUMBUS TUSTIN MIDDLE,California,CA ,Columbus Tustin Middle,64015006635
COLUSA ALTERNATIVE HIGH (CONTINUATION),California,CA ,Colusa Alternative High (Continuation),60957008128
COLUSA ALTERNATIVE HOME,California,CA ,Colusa Alternative Home,60957004434
COLUSA COUNTY COMMUNITY,California,CA ,Colusa County Community,69100407491
COLUSA COUNTY OPPORTUNITY,California,CA ,Colusa County Opportunity,69100404431
COLUSA COUNTY SPECIAL EDUCATION,California,CA ,Colusa County Special Education,69100407910
COLUSA HIGH,California,CA ,Colusa High,60957000966
COME BACK KIDS,California,CA ,Come Back Kids,69102613694
