School Name,State Name [Public School] Latest available year,School ID - NCES Assigned [Public School] Latest available year,School Level Code [Public School] 2012-13,School Level Code [Public School] 2011-12,School Level Code [Public School] 2010-11,Lowest Grade Offered [Public School] 2012-13,Lowest Grade Offered [Public School] 2011-12,Lowest Grade Offered [Public School] 2010-11,Highest Grade Offered [Public School] 2012-13,Highest Grade Offered [Public School] 2011-12,Highest Grade Offered [Public School] 2010-11,Prekindergarten offered [Public School] 2012-13,Prekindergarten offered [Public School] 2011-12,Prekindergarten offered [Public School] 2010-11,Kindergarten offered [Public School] 2012-13,Kindergarten offered [Public School] 2011-12,Kindergarten offered [Public School] 2010-11,Total Students All Grades (Excludes AE) [Public School] 2012-13,Total Students All Grades (Excludes AE) [Public School] 2011-12,Total Students All Grades (Excludes AE) [Public School] 2010-11,Free Lunch Eligible [Public School] 2012-13,Free Lunch Eligible [Public School] 2011-12,Free Lunch Eligible [Public School] 2010-11,Reduced-price Lunch Eligible Students [Public School] 2012-13,Reduced-price Lunch Eligible Students [Public School] 2011-12,Reduced-price Lunch Eligible Students [Public School] 2010-11,Free and Reduced Lunch Students [Public School] 2012-13,Free and Reduced Lunch Students [Public School] 2011-12,Free and Reduced Lunch Students [Public School] 2010-11,Prekindergarten and Kindergarten Students [Public School] 2012-13,Prekindergarten and Kindergarten Students [Public School] 2011-12,Prekindergarten and Kindergarten Students [Public School] 2010-11,Grades 1-8 Students [Public School] 2012-13,Grades 1-8 Students [Public School] 2011-12,Grades 1-8 Students [Public School] 2010-11,Grades 9-12 Students [Public School] 2012-13,Grades 9-12 Students [Public School] 2011-12,Grades 9-12 Students [Public School] 2010-11,Prekindergarten Students [Public School] 2012-13,Prekindergarten Students [Public School] 2011-12,Prekindergarten Students [Public School] 2010-11,Kindergarten Students [Public School] 2012-13,Kindergarten Students [Public School] 2011-12,Kindergarten Students [Public School] 2010-11,Male Students [Public School] 2012-13,Male Students [Public School] 2011-12,Male Students [Public School] 2010-11,Female Students [Public School] 2012-13,Female Students [Public School] 2011-12,Female Students [Public School] 2010-11,American Indian/Alaska Native Students [Public School] 2012-13,American Indian/Alaska Native Students [Public School] 2011-12,American Indian/Alaska Native Students [Public School] 2010-11,Asian or Asian/Pacific Islander Students [Public School] 2012-13,Asian or Asian/Pacific Islander Students [Public School] 2011-12,Asian or Asian/Pacific Islander Students [Public School] 2010-11,Hispanic Students [Public School] 2012-13,Hispanic Students [Public School] 2011-12,Hispanic Students [Public School] 2010-11,Black Students [Public School] 2012-13,Black Students [Public School] 2011-12,Black Students [Public School] 2010-11,White Students [Public School] 2012-13,White Students [Public School] 2011-12,White Students [Public School] 2010-11,Hawaiian Nat./Pacific Isl. Students [Public School] 2012-13,Hawaiian Nat./Pacific Isl. Students [Public School] 2011-12,Hawaiian Nat./Pacific Isl. Students [Public School] 2010-11,Two or More Races Students [Public School] 2012-13,Two or More Races Students [Public School] 2011-12,Two or More Races Students [Public School] 2010-11,Total Race/Ethnicity [Public School] 2012-13,Total Race/Ethnicity [Public School] 2011-12,Total Race/Ethnicity [Public School] 2010-11
REVERE (PAUL) ELEMENTARY,California,063441005654,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,421,428,435,264,274,330,31,0,29,295,274,359,57,58,60,364,370,375,–,†,†,†,†,†,57,58,60,218,226,229,203,202,206,3,3,5,41,39,39,246,253,258,62,73,67,19,17,17,6,9,18,44,34,31,421,428,435
REWARD MINE COMMUNITY DAY,California,062682008748,†,†,2-Middle,†,†,6th Grade,†,†,7th Grade,†,†,2-No,†,†,2-No,†,†,0,†,†,0,†,†,0,†,†,0,†,†,†,†,†,0,†,†,†,†,†,†,†,†,†,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0,†,†,0
REYBURN INTERMEDIATE,California,060903007961,2-Middle,2-Middle,2-Middle,7th Grade,7th Grade,7th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1120,1084,1129,480,†,467,108,†,88,588,†,555,†,†,†,1120,1084,1129,–,†,†,†,†,†,†,†,†,556,547,554,564,537,575,8,12,8,278,263,260,442,416,440,31,30,49,330,331,349,2,3,5,29,29,18,1120,1084,1129
REYMOUTH SPECIAL EDUCATION CENTER,California,061389008576,1-Primary,1-Primary,4-Other,Prekindergarten,Prekindergarten,Kindergarten,Prekindergarten,Prekindergarten,12th Grade,1-Yes,1-Yes,2-No,2-No,2-No,1-Yes,–,–,0,–,–,0,–,–,0,–,–,0,–,–,0,†,†,0,–,†,0,–,–,†,†,†,0,†,–,0,†,–,0,–,–,0,–,–,0,–,–,0,–,–,0,–,–,0,–,–,0,–,–,0,–,–,0
REYNOLDS ELEMENTARY,California,062825009169,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,626,619,685,338,–,350,86,–,88,424,97,438,148,107,107,478,512,578,–,†,†,†,†,†,148,107,107,314,290,334,312,329,351,4,2,3,39,48,56,378,379,408,42,48,47,110,98,126,19,18,21,34,26,24,626,619,685
RFK COMMUNITY SCHOOLS - AMBASSADOR SCHOOL - GLOBAL,California,062271012566,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,394,376,356,205,–,289,1,–,20,206,21,309,69,69,72,325,307,284,–,†,†,†,†,†,69,69,72,224,207,190,170,169,166,2,2,2,76,67,29,293,276,266,15,19,21,5,6,8,3,5,5,0,1,25,394,376,356
RFK COMMUNITY SCHOOLS- FOR THE VISUAL ARTS AND HUM,California,062271012370,3-High,3-High,3-High,9th Grade,9th Grade,8th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,430,435,426,145,†,333,3,†,28,148,†,361,†,†,†,†,†,0,430,435,426,†,†,†,†,†,†,219,234,219,211,201,207,0,1,0,57,63,48,364,366,364,5,2,6,2,2,3,2,1,0,0,0,5,430,435,426
RFK COMMUNITY SCHOOLS-AMBASSADOR-GLOBAL LEADERSHIP,California,062271012559,4-Other,4-Other,4-Other,6th Grade,6th Grade,6th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,684,663,484,279,–,367,4,–,28,283,10,395,†,†,†,239,214,160,445,449,324,†,†,†,†,†,†,372,368,253,312,295,231,15,19,16,110,92,52,518,512,387,29,33,19,3,3,3,8,4,3,1,0,4,684,663,484
RFK COMMUNITY SCHOOLS-LOS ANGELES HIGH SCHOOL OF T,California,062271012270,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,411,412,436,152,†,368,5,†,14,157,†,382,†,†,†,†,†,†,411,412,436,†,†,†,†,†,†,190,186,207,221,226,229,1,2,0,38,36,32,360,359,389,6,11,12,3,1,0,2,1,1,1,2,2,411,412,436
RFK COMMUNITY SCHOOLS-NEW OPEN WORLD ACADEMY K-12,California,062271012493,4-Other,4-Other,4-Other,Kindergarten,Kindergarten,Kindergarten,12th Grade,12th Grade,11th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1084,1030,895,511,–,336,4,–,17,515,260,353,96,82,76,688,643,577,300,305,242,†,†,†,96,82,76,582,556,476,502,474,419,7,6,5,106,104,85,931,884,772,28,25,23,6,5,4,5,3,2,1,3,4,1084,1030,895
RFK COMMUNITY SCHOOLS-UCLA COMMUNITY K-12,California,062271012524,4-Other,4-Other,4-Other,Kindergarten,Kindergarten,Kindergarten,12th Grade,12th Grade,11th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,976,978,814,429,–,312,4,–,26,433,423,338,58,70,65,520,502,457,398,406,292,†,†,†,58,70,65,506,515,431,470,463,383,6,8,7,164,177,141,781,763,624,15,20,25,7,4,6,2,5,6,1,1,5,976,978,814
RHODA MAXWELL ELEMENTARY,California,064308007007,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,501,500,510,319,†,295,72,†,62,391,†,357,75,70,85,426,430,425,–,†,†,†,†,†,75,70,85,284,288,295,217,212,215,2,3,4,19,15,12,363,366,355,1,2,3,105,102,123,2,2,1,9,10,12,501,500,510
RIALTO COMMUNITY DAY,California,063237011327,4-Other,3-High,4-Other,4th Grade,7th Grade,2nd Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,13,19,18,4,†,7,0,†,0,4,†,7,†,†,†,4,11,4,9,8,14,†,†,†,†,†,†,9,11,15,4,8,3,0,1,1,0,0,0,9,8,13,4,9,2,0,1,2,0,0,0,0,0,0,13,19,18
RIALTO HIGH,California,063237001126,3-High,3-High,3-High,9th Grade,9th Grade,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,3017,2960,2955,1853,–,2136,275,–,267,2128,764,2403,†,†,†,4,3,†,3013,2957,2955,†,†,†,†,†,†,1497,1453,1460,1520,1507,1495,9,13,8,65,74,73,2581,2479,2418,222,250,302,123,131,139,10,5,7,7,8,8,3017,2960,2955
RIALTO MIDDLE,California,063237004998,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1193,1237,1484,874,–,1234,89,–,115,963,559,1349,†,†,†,1193,1237,1484,–,†,†,†,†,†,†,†,†,613,625,720,580,612,764,0,2,1,10,13,11,1000,1003,1211,135,162,190,36,48,56,4,3,5,8,6,10,1193,1237,1484
RICARDO LIZARRAGA ELEMENTARY,California,062271010881,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,727,718,752,447,–,384,5,–,0,452,17,384,129,123,134,598,595,618,–,†,†,†,†,†,129,123,134,373,380,394,354,338,358,1,0,1,0,0,0,690,675,700,36,42,50,0,0,0,0,0,0,0,1,1,727,718,752
RICE (ELDRIDGE) ELEMENTARY,California,061494001893,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,580,591,649,456,†,470,68,†,104,524,†,574,86,63,87,494,528,562,–,†,†,†,†,†,86,63,87,291,299,336,289,292,313,0,0,1,295,309,342,280,275,298,1,1,0,2,4,6,0,0,0,2,2,2,580,591,649
RICE (LILIAN J.) ELEMENTARY,California,060861000873,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,686,757,703,437,–,407,87,–,88,524,87,495,85,131,98,601,626,605,–,†,†,†,†,†,85,131,98,348,378,345,338,379,358,1,2,1,32,31,27,546,621,582,25,33,35,75,61,48,6,9,10,1,0,0,686,757,703
RICE (WILLIAM) ELEMENTARY,California,060558009321,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,867,815,820,658,†,568,88,†,102,746,†,670,123,102,121,744,713,699,–,†,†,†,†,†,123,102,121,459,434,420,408,381,400,12,7,8,16,16,18,794,740,737,7,7,8,37,44,48,0,0,0,1,1,1,867,815,820
RICE CANYON ELEMENTARY,California,060002710352,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,894,882,852,383,–,281,101,–,164,484,500,445,132,120,127,762,762,725,–,†,†,†,†,†,132,120,127,445,442,428,449,440,424,5,4,4,26,27,31,462,465,433,38,47,44,336,322,322,2,1,3,25,16,15,894,882,852
RICHARD A. ALONZO COMMUNITY DAY,California,062271010842,3-High,3-High,3-High,7th Grade,7th Grade,8th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,198,219,204,105,†,169,1,†,0,106,†,169,†,†,†,0,3,3,198,216,201,†,†,†,†,†,†,120,125,112,78,94,92,0,0,0,5,3,5,177,182,170,11,26,20,5,8,5,0,0,0,0,0,4,198,219,204
RICHARD B. HAYDOCK INTERMEDIATE,California,062922007922,2-Middle,2-Middle,2-Middle,7th Grade,7th Grade,7th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,776,743,784,560,–,503,109,–,83,669,125,586,†,†,†,776,743,784,–,†,†,†,†,†,†,†,†,392,360,397,384,383,387,1,0,0,6,3,6,733,699,742,10,10,10,20,28,25,5,2,0,1,1,1,776,743,784
RICHARD BARD ELEMENTARY,California,061785002197,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,704,697,694,397,†,328,75,†,103,472,†,431,122,126,115,582,571,579,–,†,†,†,†,†,122,126,115,363,349,326,341,348,368,2,3,1,29,53,52,551,500,464,24,23,31,85,100,122,0,2,2,13,16,22,704,697,694
RICHARD E. BYRD MIDDLE,California,062271002878,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,5th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1662,1684,1756,598,†,1431,10,†,135,608,†,1566,†,1,†,1662,1683,1756,–,†,†,†,†,†,†,1,†,866,883,915,796,801,841,2,6,6,75,72,81,1540,1561,1596,14,13,17,29,31,49,2,1,4,0,0,3,1662,1684,1756
RICHARD H. LEWIS ALTERNATIVE,California,062007003176,4-Other,4-Other,4-Other,Kindergarten,Kindergarten,3rd Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,1-Yes,1-Yes,2-No,53,52,48,31,†,21,3,†,3,34,†,24,0,0,†,9,7,3,44,45,45,†,†,†,0,0,†,19,19,19,34,33,29,3,2,1,1,0,0,16,11,11,1,3,3,29,34,33,0,0,0,3,2,0,53,52,48
RICHARD HAYNES ELEMENTARY,California,062847004392,1-Primary,1-Primary,1-Primary,Prekindergarten,Prekindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,1-Yes,1-Yes,2-No,1-Yes,1-Yes,1-Yes,869,887,860,576,668,588,100,0,73,676,668,661,122,128,126,747,759,734,–,†,†,–,–,†,122,128,126,457,470,460,412,417,400,3,4,2,26,27,23,762,775,750,17,22,24,40,40,50,5,6,5,16,13,6,869,887,860
RICHARD HENRY DANA ELEMENTARY,California,060744000699,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,366,379,386,263,–,239,46,–,56,309,5,295,59,69,69,307,310,317,–,†,†,†,†,†,59,69,69,190,188,211,176,191,175,0,2,2,3,4,4,292,294,288,1,0,0,63,66,77,0,0,0,7,13,15,366,379,386
RICHARD HENRY DANA EXCEPTIONAL NEEDS,California,060744008543,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,41,48,51,14,†,18,4,†,6,18,†,24,10,10,4,31,38,47,–,†,†,†,†,†,10,10,4,20,24,27,21,24,24,0,0,0,6,3,2,17,19,20,0,2,2,16,23,25,0,0,0,2,1,2,41,48,51
RICHARD HENRY DANA MIDDLE,California,060297000227,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,787,785,727,104,–,98,56,–,47,160,347,145,†,†,†,787,785,727,–,†,†,†,†,†,†,†,†,395,395,391,392,390,336,2,2,1,563,559,513,103,111,97,15,13,11,103,99,96,1,1,1,0,0,8,787,785,727
RICHARD HENRY DANA MIDDLE,California,064299006993,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,963,972,1003,330,†,258,157,†,163,487,†,421,†,†,†,963,972,1003,–,†,†,†,†,†,†,†,†,477,471,505,486,501,498,2,2,1,60,50,46,539,528,548,237,245,237,81,82,112,15,15,16,29,50,43,963,972,1003
RICHARD HENRY DANA MIDDLE,California,062271002947,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,5th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1496,1529,1574,871,†,958,113,†,120,984,†,1078,†,†,†,1496,1529,1574,–,†,†,†,†,†,†,†,†,757,747,766,739,782,808,13,18,16,39,45,46,1088,1107,1134,141,128,144,200,211,217,15,17,15,0,3,2,1496,1529,1574
RICHARD HENRY LEE ELEMENTARY,California,062259000794,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,670,660,641,74,–,73,43,–,24,117,601,97,120,154,142,550,506,499,–,†,†,†,†,†,120,154,142,330,323,320,340,337,321,0,0,0,86,76,72,217,205,194,20,19,17,301,323,321,6,2,1,40,35,36,670,660,641
RICHARD L. GRAVES MIDDLE,California,063756006361,2-Middle,2-Middle,2-Middle,7th Grade,7th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,734,749,807,507,–,468,74,–,45,581,507,513,†,†,†,734,749,807,–,†,†,†,†,†,†,†,†,373,399,425,361,350,382,1,1,1,14,16,11,695,703,769,2,6,9,21,21,14,1,2,3,0,0,0,734,749,807
RICHARD M. MOON PRIMARY,California,060006312220,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,3rd Grade,2nd Grade,2nd Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,504,361,389,393,†,260,23,†,25,416,†,285,147,102,139,357,259,250,–,†,†,†,†,†,147,102,139,274,205,205,230,156,184,1,1,2,4,2,5,308,213,217,11,7,5,177,137,157,2,1,2,1,0,1,504,361,389
RICHARD RIORDAN PRIMARY CENTER,California,062271011310,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,1st Grade,1st Grade,1st Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,250,257,261,133,254,137,1,–,0,134,254,137,128,140,136,122,117,125,–,†,†,†,†,†,128,140,136,150,141,135,100,116,126,0,1,2,5,4,3,238,246,250,3,0,1,4,3,3,0,0,0,0,3,2,250,257,261
RICHARDSON PREP HI,California,063417005380,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,597,608,594,422,–,361,100,–,91,522,49,452,†,†,†,597,608,594,–,†,†,†,†,†,†,†,†,272,266,264,325,342,330,3,4,4,15,16,19,445,432,393,66,71,80,58,76,90,3,0,1,7,9,7,597,608,594
RICHFIELD ELEMENTARY,California,063240005000,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,249,231,248,33,†,105,0,†,40,33,†,145,32,21,14,217,210,234,–,†,†,†,†,†,32,21,14,135,116,124,114,115,124,3,3,4,3,0,2,90,72,81,3,5,8,142,144,152,0,0,0,8,7,1,249,231,248
RICHGROVE ELEMENTARY,California,063243011376,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,685,729,724,682,†,655,0,†,35,682,†,690,94,97,97,591,632,627,–,†,†,†,†,†,94,97,97,343,370,358,342,359,366,0,1,0,0,5,0,665,709,709,0,0,0,0,1,0,0,0,0,20,13,15,685,729,724
RICHLAND AVENUE ELEMENTARY,California,062271003305,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,229,262,240,110,†,143,22,†,15,132,†,158,54,63,37,175,199,203,–,†,†,†,†,†,54,63,37,117,143,122,112,119,118,5,0,0,13,25,22,148,166,168,29,29,22,32,40,26,2,1,1,0,1,1,229,262,240
RICHLAND CONTINUATION HIGH,California,062865004448,4-Other,4-Other,3-High,Kindergarten,Kindergarten,9th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,1-Yes,1-Yes,2-No,357,341,367,210,†,132,34,†,10,244,†,142,0,0,†,0,0,†,357,341,367,†,†,†,0,0,†,219,206,231,138,135,136,1,4,1,9,7,2,276,265,279,8,7,4,58,54,74,1,3,1,4,1,6,357,341,367
RICHLAND ELEMENTARY,California,063488005890,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,745,766,729,242,–,241,91,–,67,333,135,308,114,143,117,631,623,612,–,†,†,†,†,†,114,143,117,367,403,382,378,363,347,2,5,5,44,43,31,339,365,333,17,9,13,328,329,333,2,5,5,13,10,9,745,766,729
RICHLAND JUNIOR HIGH,California,062145009565,2-Middle,2-Middle,2-Middle,7th Grade,7th Grade,5th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,677,639,541,483,–,483,78,–,55,561,22,538,†,†,†,677,639,541,–,†,†,†,†,†,†,†,†,340,328,293,337,311,248,1,0,0,4,1,1,644,601,535,0,2,1,28,34,4,0,1,0,0,0,0,677,639,541
RICHMAN ELEMENTARY,California,061473001803,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,772,750,755,620,–,676,67,–,76,687,541,752,140,125,112,632,625,643,–,†,†,†,†,†,140,125,112,401,405,408,371,345,347,8,9,3,34,35,30,704,675,697,6,5,4,18,18,14,1,4,5,1,4,2,772,750,755
RICHMOND CHARTER ACADEMY,California,063255013164,2-Middle,†,†,6th Grade,†,†,8th Grade,†,†,2-No,†,†,2-No,†,†,90,†,†,57,†,†,23,†,†,80,†,†,†,†,†,90,†,†,–,†,†,†,†,†,†,†,†,52,†,†,38,†,†,0,†,†,0,†,†,79,†,†,10,†,†,1,†,†,0,†,†,0,†,†,90,†,†
RICHMOND COLLEGE PREPARATORY,California,063255011576,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,6th Grade,6th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,323,291,219,206,288,164,26,–,27,232,288,191,54,51,42,269,240,177,–,†,†,†,†,†,54,51,42,149,138,106,174,153,113,1,0,0,0,0,0,152,104,72,165,1,142,3,0,0,2,0,4,0,186,1,323,291,219
RICHMOND ELEMENTARY,California,063680006241,1-Primary,1-Primary,4-Other,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,11th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,500,513,508,221,–,172,51,–,54,272,176,226,78,83,78,418,426,426,4,4,4,†,†,†,78,83,78,273,290,292,227,223,216,6,7,4,27,32,25,132,130,111,20,23,20,306,309,335,5,8,13,4,4,0,500,513,508
RICHMOND ELEMENTARY,California,063252005005,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,233,217,217,10,†,11,20,†,16,30,†,27,22,24,24,211,193,193,–,†,†,†,†,†,22,24,24,125,107,114,108,110,103,2,1,0,0,0,1,23,19,21,0,0,0,196,185,183,0,0,0,12,12,12,233,217,217
RICHMOND HIGH,California,063255005055,3-High,3-High,3-High,9th Grade,9th Grade,8th Grade,12th Grade,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1581,1539,1277,1215,–,1163,153,–,111,1368,112,1274,†,†,†,†,†,0,1581,1539,1277,†,†,†,†,†,†,826,800,659,755,739,618,3,2,2,109,115,78,1309,1265,1038,113,112,83,28,34,18,15,11,7,4,0,51,1581,1539,1277
RICHMOND STREET ELEMENTARY,California,061221008501,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,607,589,558,54,48,42,14,0,19,68,48,61,122,119,92,485,470,466,–,†,†,†,†,†,122,119,92,305,301,286,302,288,272,2,9,1,43,39,41,116,0,111,11,14,8,366,434,331,1,5,4,68,88,62,607,589,558
RICHVALE ELEMENTARY,California,060504000487,1-Primary,1-Primary,1-Primary,1st Grade,1st Grade,1st Grade,6th Grade,6th Grade,6th Grade,2-No,2-No,2-No,2-No,2-No,2-No,35,39,35,7,†,12,1,†,2,8,†,14,†,†,†,35,39,35,–,†,†,†,†,†,†,†,†,23,21,18,12,18,17,1,0,0,0,0,0,4,5,2,0,0,0,30,34,33,0,0,0,0,0,0,35,39,35
RIDGE CREST ELEMENTARY,California,062580009935,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,538,573,625,296,–,307,86,–,79,382,174,386,70,78,81,468,495,544,–,†,†,†,†,†,70,78,81,278,281,309,260,292,316,4,2,4,31,35,36,316,324,336,83,97,121,83,95,109,3,1,5,18,19,14,538,573,625
RIDGECREST CHARTER,California,060007108706,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,350,330,279,137,†,91,33,†,28,170,†,119,60,55,45,290,275,234,–,†,†,†,†,†,60,55,45,169,159,144,181,171,135,4,4,3,8,10,17,84,70,55,20,27,21,213,200,171,1,1,1,20,18,11,350,330,279
RIDGECREST INTERMEDIATE,California,062970008514,2-Middle,2-Middle,2-Middle,6th Grade,6th Grade,6th Grade,8th Grade,8th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,930,932,956,17,27,18,9,0,12,26,27,30,†,†,†,930,932,956,–,†,†,†,†,†,†,†,†,452,462,478,478,470,478,0,0,0,488,467,447,51,53,55,25,28,29,337,366,418,1,0,0,28,18,7,930,932,956
RIDGEMOOR ELEMENTARY,California,062454007212,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,5th Grade,5th Grade,5th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,650,795,817,198,297,226,67,0,57,265,297,283,102,120,123,548,675,694,–,†,†,†,†,†,102,120,123,353,444,464,297,351,353,2,3,2,21,22,31,291,350,336,21,30,35,269,339,363,2,4,4,44,47,46,650,795,817
RIDGEPOINT ELEMENTARY,California,060133208952,1-Primary,1-Primary,1-Primary,Kindergarten,Kindergarten,Kindergarten,8th Grade,8th Grade,7th Grade,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,683,729,642,420,–,389,26,–,59,446,248,448,75,81,78,608,648,564,–,†,†,†,†,†,75,81,78,352,366,326,331,363,316,2,2,2,41,48,43,211,219,181,53,59,50,285,316,300,13,10,7,78,75,59,683,729,642
